#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      231000       1.228385e-02       7.757492e-04       5.676434e-03       6.535494e-02       1.673649e-02       3.571274e-02
      232000       8.793440e-03       1.403890e-03       5.014747e-03       9.843534e-02       1.458855e-02       4.243205e-02
      233000       1.711278e-02       2.388851e-03       9.195466e-03       7.913220e-02       1.174888e-02       3.982322e-02
      234000       1.429520e-02       2.721052e-03       7.799589e-03       8.278506e-02       2.178604e-02       4.608712e-02
      235000       9.733714e-03       9.627393e-04       5.229986e-03       7.503832e-02       1.352493e-02       3.810527e-02
      236000       7.741787e-03       1.554924e-03       4.219502e-03       8.044007e-02       1.455557e-02       4.133978e-02
      237000       1.226545e-02       2.613867e-03       7.281638e-03       8.796462e-02       1.658991e-02       4.146349e-02
      238000       1.440852e-02       1.658541e-03       7.622854e-03       7.358605e-02       1.897302e-02       3.770342e-02
      239000       1.213221e-02       2.237581e-03       6.524256e-03       7.124797e-02       1.376015e-02       3.903525e-02
      240000       8.835628e-03       1.331447e-03       4.188860e-03       7.729427e-02       1.600536e-02       3.551614e-02
      241000       1.975548e-02       2.214181e-03       8.108543e-03       9.919172e-02       2.042964e-02       5.126113e-02
      242000       9.639125e-03       1.368277e-03       4.666136e-03       5.524877e-02       1.564813e-02       3.330860e-02
      243000       1.779689e-02       1.096766e-03       7.682545e-03       7.902751e-02       2.042487e-02       3.794716e-02
      244000       1.264268e-02       5.054886e-04       6.414235e-03       7.516164e-02       2.152696e-02       4.083179e-02
      245000       1.641253e-02       2.793790e-03       9.358041e-03       7.425784e-02       1.820215e-02       3.631291e-02
      246000       7.851848e-03       2.548792e-03       4.344533e-03       7.983053e-02       1.515212e-02       3.965582e-02
      247000       1.007915e-02       9.864460e-04       5.098208e-03       8.757122e-02       1.410356e-02       3.745430e-02
      248000       1.552495e-02       2.527239e-03       7.256495e-03       1.003012e-01       1.426512e-02       3.942030e-02
      249000       7.587195e-03       1.815322e-03       4.672449e-03       1.090078e-01       1.344799e-02       4.441566e-02
      250000       1.662422e-02       1.017091e-03       9.347938e-03       9.569485e-02       1.500573e-02       4.022068e-02
      251000       1.318972e-02       1.875035e-03       6.730046e-03       8.104520e-02       2.091376e-02       4.357278e-02
      252000       1.039916e-02       3.933075e-03       5.366706e-03       7.995348e-02       1.652503e-02       3.957622e-02
      253000       1.116980e-02       1.490757e-03       4.942186e-03       8.943863e-02       1.757281e-02       3.718798e-02
      254000       9.975701e-03       3.473808e-03       6.328934e-03       7.665682e-02       1.262846e-02       3.433326e-02
      255000       9.811250e-03       2.733758e-03       5.503584e-03       7.196635e-02       1.906251e-02       3.680203e-02
      256000       1.218342e-02       2.787330e-03       6.189171e-03       1.330382e-01       1.099977e-02       4.322549e-02
      257000       9.632481e-03       2.454111e-03       4.564591e-03       1.155026e-01       1.855075e-02       4.270947e-02
      258000       1.847933e-02       2.908090e-03       9.201326e-03       7.561281e-02       1.496543e-02       4.095520e-02
      259000       1.593214e-02       2.012926e-03       8.186679e-03       8.147553e-02       1.361734e-02       4.173854e-02
      260000       9.673912e-03       1.453088e-03       4.842017e-03       6.709196e-02       1.833773e-02       3.904363e-02
      261000       7.229407e-03       1.394617e-03       3.959976e-03       6.250271e-02       1.568538e-02       3.334935e-02
      262000       8.327690e-03       1.926379e-03       4.188922e-03       7.328115e-02       1.567556e-02       3.728453e-02
